Employee_ID,Tasks_Assigned,Tasks_Completed,Context_Switches_Per_Day,Avg_Uninterrupted_Work_Mins,Standard_Hours_Logged,After_Hours_Mins,Missed_Deadlines,Burnout_Risk_Score
EMP01422,43,39,10,53,36.7,153,1,53
EMP01423,24,18,9,63,40.5,120,2,52
EMP01424,21,18,8,51,44.7,196,1,53
EMP01425,11,7,23,17,36.6,341,4,100
EMP01426,25,23,9,42,36.2,167,0,51
EMP01427,31,28,6,108,38.1,48,1,26
EMP01428,47,36,24,29,35.3,261,1,100
EMP01429,27,22,19,30,41.9,466,4,100
EMP01430,37,30,23,25,44.1,239,4,100
EMP01431,48,46,6,106,37.0,42,1,27
EMP01432,44,42,5,94,39.2,54,1,26
EMP01433,36,32,7,88,43.9,2,0,18
EMP01434,39,36,5,99,36.5,9,0,14
EMP01435,48,36,9,62,36.1,181,2,62
EMP01436,10,9,3,88,36.1,55,1,21
EMP01437,13,10,9,44,36.1,121,2,64
EMP01438,34,33,3,113,39.5,1,1,16
EMP01439,42,35,14,44,39.8,102,2,74
EMP01440,32,24,21,15,43.8,465,3,100
EMP01441,43,42,7,102,44.1,52,0,20
EMP01442,14,11,10,44,36.0,148,1,60
EMP01443,21,17,14,50,45.0,190,2,74
EMP01444,35,31,5,67,40.4,50,0,18
EMP01445,12,9,25,21,38.7,512,1,100
EMP01446,13,11,9,60,43.8,123,2,49
EMP01447,29,19,20,24,41.6,580,2,100
EMP01448,34,28,9,45,44.3,143,1,59
EMP01449,20,17,2,83,35.9,16,1,17
EMP01450,28,23,8,53,39.8,134,0,41
EMP01451,48,43,12,63,41.6,133,2,59
EMP01452,38,30,17,22,42.4,285,5,100
EMP01453,18,16,7,92,40.6,24,1,24
EMP01454,17,12,25,16,41.1,410,5,100
EMP01455,13,11,10,62,39.8,63,1,41
EMP01456,20,16,15,41,35.8,107,1,71
EMP01457,50,33,22,29,43.4,201,3,100
EMP01458,21,17,15,47,39.5,115,2,74
EMP01459,48,43,10,40,41.5,159,2,74
EMP01460,23,22,3,85,38.2,59,0,12
EMP01461,38,37,5,106,44.7,47,0,15
EMP01462,44,31,24,20,40.7,472,2,100
EMP01463,33,30,4,101,43.5,60,1,20
EMP01464,35,24,18,18,41.1,219,5,100
EMP01465,45,39,8,49,44.2,102,1,49
EMP01466,42,40,6,74,37.3,2,0,14
EMP01467,17,14,2,87,37.6,49,0,10
EMP01468,44,36,22,18,44.5,535,1,100
EMP01469,37,32,3,97,35.1,29,1,22
EMP01470,16,13,6,109,38.8,18,0,17
EMP01471,17,12,17,28,42.4,595,3,100
EMP01472,31,28,4,71,40.1,39,1,23
EMP01473,23,17,8,57,36.9,112,2,52
EMP01474,19,16,13,57,35.7,150,0,46
EMP01475,41,38,8,57,42.2,116,0,41
EMP01476,49,35,20,22,42.3,466,1,100
EMP01477,28,22,14,52,38.3,63,2,66
EMP01478,48,41,6,113,39.7,16,1,29
EMP01479,12,10,13,61,42.8,74,1,45
EMP01480,50,48,4,115,44.0,13,1,20
EMP01481,14,9,20,17,40.4,521,2,100
EMP01482,25,20,24,24,42.5,215,3,100
EMP01483,45,29,21,15,36.1,237,3,100
EMP01484,44,38,12,52,35.4,148,2,68
EMP01485,45,36,11,52,40.4,88,1,55
EMP01486,18,14,17,27,41.0,491,3,100
EMP01487,36,34,4,86,40.1,14,0,11
EMP01488,35,28,22,28,43.9,351,3,100
EMP01489,38,28,18,30,37.5,437,5,100
EMP01490,45,41,6,84,43.7,48,1,26
EMP01491,18,16,4,68,44.0,13,0,11
EMP01492,20,15,9,66,41.5,165,0,41
EMP01493,29,22,9,63,44.1,137,2,55
EMP01494,15,12,14,41,35.8,170,2,74
EMP01495,40,32,9,48,43.6,183,1,61
EMP01496,35,23,23,29,40.2,235,4,100
EMP01497,17,12,11,50,43.2,119,0,47
EMP01498,39,30,17,29,40.3,300,3,100
EMP01499,22,18,15,50,39.6,92,1,62
EMP01500,10,9,12,41,36.1,69,2,68
EMP01501,39,33,5,101,38.5,45,1,27
EMP01502,16,11,17,28,43.4,244,4,100
EMP01503,22,15,22,26,43.7,285,1,100
EMP01504,46,42,7,107,43.7,49,1,24
EMP01505,17,11,21,21,35.2,405,2,100
EMP01506,24,19,15,56,43.6,179,1,64
EMP01507,26,22,12,46,43.9,68,1,56
EMP01508,34,31,13,57,44.1,83,1,49
EMP01509,15,12,20,17,37.5,250,3,100
EMP01510,18,16,14,69,42.9,112,0,41
EMP01511,37,28,19,17,37.1,366,1,100
EMP01512,33,25,13,59,39.0,99,2,62
EMP01513,50,44,15,61,42.0,170,1,61
EMP01514,12,11,3,107,36.4,18,1,17
EMP01515,37,28,16,27,41.1,567,2,100
EMP01516,16,12,16,17,37.6,401,2,100
EMP01517,49,40,10,65,35.6,153,1,51
EMP01518,42,41,2,117,40.4,54,0,9
EMP01519,49,43,11,57,40.5,70,0,41
EMP01520,22,18,23,25,35.5,399,1,100
EMP01521,29,24,16,21,40.5,433,2,100
EMP01522,19,16,16,21,43.4,410,3,100
EMP01523,39,38,6,68,37.6,8,0,14
EMP01524,31,29,9,66,41.8,195,1,46
EMP01525,18,12,21,23,39.6,493,3,100
EMP01526,16,12,8,60,36.7,71,1,41
EMP01527,40,34,8,69,36.6,158,1,44
EMP01528,40,26,21,25,43.1,252,1,100
EMP01529,40,35,7,80,44.0,58,1,33
EMP01530,11,9,12,49,44.0,102,2,64
EMP01531,18,13,17,21,37.4,504,5,100
EMP01532,29,24,9,40,44.6,148,0,54
EMP01533,18,15,2,109,40.3,5,1,16
EMP01534,29,20,24,24,43.6,432,3,100
EMP01535,26,21,18,24,40.5,257,2,100
EMP01536,19,13,21,16,44.2,504,5,100
EMP01537,48,38,16,29,42.1,353,3,100
EMP01538,17,13,21,27,35.8,203,5,100
EMP01539,47,43,5,77,41.0,32,1,25
EMP01540,14,12,7,119,40.9,31,0,19
EMP01541,31,21,24,19,39.7,204,2,100
EMP01542,11,7,25,24,38.6,273,3,100
EMP01543,45,33,16,22,35.5,401,2,100
EMP01544,17,14,9,67,43.2,178,2,55
EMP01545,50,47,7,102,41.9,51,0,22
EMP01546,10,9,10,58,37.9,119,2,52
EMP01547,13,10,17,30,39.4,555,3,100
EMP01548,40,38,4,66,40.4,33,0,13
EMP01549,15,13,4,106,36.0,57,1,24
EMP01550,21,16,19,25,41.1,246,2,100
EMP01551,31,28,9,48,44.9,157,1,55
EMP01552,29,28,5,82,43.8,16,1,22
EMP01553,38,37,4,110,35.6,39,0,12
EMP01554,25,23,14,40,40.5,70,1,65
EMP01555,34,25,19,21,40.7,479,3,100
EMP01556,46,37,25,16,43.3,250,4,100
EMP01557,12,10,2,110,37.5,14,0,7
EMP01558,42,40,4,95,41.4,48,1,23
EMP01559,13,10,24,29,36.3,509,5,100
EMP01560,12,8,24,29,42.3,529,1,100
EMP01561,43,32,18,17,42.7,243,4,100
EMP01562,17,13,22,19,37.6,452,1,100
EMP01563,50,35,22,28,36.7,304,1,100
EMP01564,21,18,7,93,43.0,10,0,18
EMP01565,41,36,12,43,43.9,155,1,67
EMP01566,12,9,10,52,40.9,106,0,41
EMP01567,46,34,15,59,43.9,156,0,56
EMP01568,30,23,22,20,39.9,328,4,100
EMP01569,15,13,3,113,36.4,59,0,13
EMP01570,17,13,12,64,40.6,163,1,52
EMP01571,15,13,9,66,41.0,127,2,50
EMP01572,40,31,10,46,40.5,194,0,58
EMP01573,49,48,2,102,44.7,22,0,7
EMP01574,10,7,12,56,42.1,159,0,45
EMP01575,31,25,11,40,44.6,167,2,74
EMP01576,17,12,23,30,43.6,575,3,100
EMP01577,23,22,4,113,36.5,0,1,18
EMP01578,11,10,11,52,38.1,128,0,43
EMP01579,12,10,23,26,39.3,301,1,100
EMP01580,50,39,21,27,42.2,546,3,100
EMP01581,15,10,22,21,40.8,232,3,100
EMP01582,29,28,6,71,35.8,27,1,25
EMP01583,29,22,9,55,35.3,125,0,41
EMP01584,23,21,12,69,37.6,178,1,52
EMP01585,38,29,9,40,35.3,181,0,60
EMP01586,50,41,13,49,37.4,62,0,50
EMP01587,36,34,2,82,39.9,10,0,6
EMP01588,33,26,16,29,37.8,214,4,100
EMP01589,28,25,13,70,42.6,133,1,51
EMP01590,12,11,5,120,40.5,57,0,16
EMP01591,24,19,23,25,44.0,492,1,100
EMP01592,11,9,10,52,41.4,179,0,46
EMP01593,28,23,12,54,39.2,63,0,41
EMP01594,49,47,3,92,41.8,31,1,19
EMP01595,39,32,14,67,39.9,179,0,51
EMP01596,29,21,16,16,38.1,594,4,100
EMP01597,36,27,15,56,40.6,149,0,56
EMP01598,10,8,13,58,41.3,119,2,60
EMP01599,32,29,3,70,40.9,30,1,20
EMP01600,43,37,4,72,44.9,15,0,14
EMP01601,27,25,11,42,42.0,115,1,60
EMP01602,48,45,5,119,42.5,46,1,24
EMP01603,20,18,9,56,35.2,65,1,41
EMP01604,31,30,5,107,37.5,13,1,21
EMP01605,37,28,18,16,36.5,385,2,100
EMP01606,50,42,8,70,43.1,113,0,41
EMP01607,21,20,5,83,43.4,59,1,25
EMP01608,12,9,23,26,42.8,505,2,100
EMP01609,24,21,13,52,38.7,171,2,70
EMP01610,39,35,9,56,40.9,160,1,49
EMP01611,35,34,7,120,40.9,60,1,23
EMP01612,44,40,15,52,37.8,160,1,66
EMP01613,29,24,21,28,43.9,243,3,100
EMP01614,21,19,3,70,39.8,15,0,9
EMP01615,38,35,8,53,35.3,72,1,41
EMP01616,27,22,8,63,42.8,76,2,46
EMP01617,37,28,22,26,37.1,245,3,100
EMP01618,36,33,4,112,36.8,57,1,25
EMP01619,23,15,20,25,35.3,339,2,100
EMP01620,38,33,4,85,35.7,43,1,25
EMP01621,22,20,15,45,39.9,64,2,71
EMP01622,44,37,13,52,36.1,102,1,59
EMP01623,26,21,16,23,37.5,512,4,100
EMP01624,40,28,18,23,44.5,228,1,100
EMP01625,34,30,3,90,44.6,13,1,19
EMP01626,41,36,7,119,37.6,7,0,19
EMP01627,21,17,10,57,43.0,183,1,52
EMP01628,41,31,8,66,44.9,110,2,52
EMP01629,32,27,2,83,36.8,6,0,8
EMP01630,41,31,22,30,36.0,512,3,100
EMP01631,36,33,10,45,41.9,108,0,47
EMP01632,12,8,16,24,40.4,600,3,100
EMP01633,45,37,14,48,41.9,124,0,58
EMP01634,21,20,3,87,35.2,2,0,7
EMP01635,13,12,2,88,44.5,54,1,18
EMP01636,46,38,8,54,40.1,119,2,57
EMP01637,14,10,20,29,39.7,463,5,100
EMP01638,26,18,20,20,36.9,514,4,100
EMP01639,30,24,11,60,35.9,186,1,53
EMP01640,15,12,2,106,40.6,42,0,10
EMP01641,34,25,25,15,42.9,228,1,100
EMP01642,18,13,10,63,35.9,166,0,41
EMP01643,27,24,14,66,41.6,115,0,42
EMP01644,40,29,16,17,39.0,393,5,100
EMP01645,26,25,5,90,35.7,58,1,25
EMP01646,50,42,15,54,36.9,173,1,68
EMP01647,47,41,6,94,36.4,35,1,23
EMP01648,46,36,20,19,39.3,444,5,100
EMP01649,45,41,13,53,37.5,142,1,59
EMP01650,45,33,25,26,40.0,293,3,100
EMP01651,14,11,13,51,42.3,72,0,45
EMP01652,33,32,5,93,40.2,45,0,15
EMP01653,16,15,4,116,35.6,51,1,22
EMP01654,15,14,3,117,40.0,29,1,18
EMP01655,40,35,9,69,37.3,137,0,41
EMP01656,11,8,17,21,39.2,448,1,100
EMP01657,28,25,15,42,42.2,92,0,59
EMP01658,36,32,3,106,42.0,60,1,23
EMP01659,16,13,4,67,35.0,33,0,14
EMP01660,41,40,2,65,38.5,36,1,17
EMP01661,33,26,25,22,35.0,542,5,100
EMP01662,26,17,16,19,42.7,432,4,100
EMP01663,12,10,14,65,44.0,194,0,48
EMP01664,32,21,18,15,37.5,293,5,100
EMP01665,35,29,24,20,41.5,276,3,100
EMP01666,16,15,3,99,39.1,20,0,9
EMP01667,45,36,11,47,40.8,124,1,62
EMP01668,37,28,13,49,38.5,98,2,72
EMP01669,12,9,22,25,42.1,332,4,100
EMP01670,41,33,12,64,40.8,93,0,41
EMP01671,29,27,10,41,41.7,66,2,64
EMP01672,48,43,7,80,44.3,32,1,31
EMP01673,46,40,5,86,37.2,38,1,28
EMP01674,29,25,14,70,39.4,175,0,48
EMP01675,49,36,24,22,39.3,258,5,100
EMP01676,16,11,22,20,36.8,415,5,100
EMP01677,21,18,4,112,35.8,11,0,12
EMP01678,22,16,19,15,36.7,590,3,100
EMP01679,26,18,23,15,42.6,573,1,100
EMP01680,49,45,4,97,44.0,8,0,12
EMP01681,49,37,9,60,43.0,186,2,63
EMP01682,30,27,6,72,40.7,34,0,18
EMP01683,40,32,11,44,40.4,159,0,58
EMP01684,10,7,18,26,39.5,574,2,100
EMP01685,48,39,11,41,38.6,90,2,74
EMP01686,21,19,5,85,38.5,6,0,13
EMP01687,26,22,5,92,38.4,26,0,16
EMP01688,10,9,7,67,41.5,5,0,16
EMP01689,49,37,8,52,35.2,96,0,42
EMP01690,47,36,15,66,42.8,175,0,56
EMP01691,32,29,5,92,39.7,17,0,14
EMP01692,31,21,16,19,38.3,423,3,100
EMP01693,17,14,18,18,41.0,445,5,100
EMP01694,40,36,10,68,43.7,175,2,58
EMP01695,32,21,18,25,44.8,251,5,100
EMP01696,36,35,6,73,40.4,36,1,26
EMP01697,24,21,6,75,39.3,53,0,20
EMP01698,38,34,2,108,42.1,26,0,9
EMP01699,44,42,3,111,39.2,59,0,13
EMP01700,23,16,24,24,36.9,265,2,100
EMP01701,24,19,8,66,41.7,143,2,51
EMP01702,44,29,18,23,43.0,568,2,100
EMP01703,39,36,8,49,39.7,81,1,45
EMP01704,16,15,4,75,41.3,34,0,12
EMP01705,41,38,2,97,37.2,25,1,17
EMP01706,37,29,20,18,38.1,376,4,100
EMP01707,20,16,13,59,38.0,156,0,45
EMP01708,30,24,8,54,36.9,157,0,41
EMP01709,11,9,13,58,44.6,192,1,57
EMP01710,49,31,24,27,38.5,314,5,100
EMP01711,30,26,5,102,38.2,37,1,26
EMP01712,16,11,18,17,37.8,493,2,100
EMP01713,32,27,15,65,36.5,108,0,46
EMP01714,23,20,7,75,42.5,2,0,17
EMP01715,45,43,6,114,39.4,38,1,27
EMP01716,44,42,4,91,41.0,57,1,21
EMP01717,43,39,4,83,36.4,53,1,25
EMP01718,47,40,7,112,36.5,18,1,31
EMP01719,11,10,15,54,36.2,129,1,59
EMP01720,33,24,10,51,42.7,69,2,61
EMP01721,45,34,23,24,43.6,404,5,100
EMP01722,21,20,2,115,44.8,38,1,17
EMP01723,44,32,21,26,35.2,298,2,100
EMP01724,15,9,21,22,43.2,235,5,100
EMP01725,14,12,2,110,44.0,1,0,6
EMP01726,37,32,7,111,35.5,47,0,23
EMP01727,15,11,20,15,39.9,255,1,100
EMP01728,34,22,16,28,39.1,376,1,100
EMP01729,16,12,8,55,40.7,170,1,48
EMP01730,29,25,8,69,39.5,180,0,41
EMP01731,20,17,6,100,35.3,38,0,18
EMP01732,41,38,13,45,43.9,68,1,59
EMP01733,29,27,6,91,44.6,19,0,16
EMP01734,31,23,8,47,43.3,83,0,42
EMP01735,25,24,7,79,41.5,60,1,30
EMP01736,50,41,9,42,39.5,60,1,57
EMP01737,19,18,3,80,37.5,35,1,19
EMP01738,10,7,18,21,37.5,301,1,100
EMP01739,30,24,17,20,36.3,325,5,100
EMP01740,19,17,5,102,44.0,60,0,17
EMP01741,37,34,8,51,36.9,145,1,49
EMP01742,39,33,3,94,39.8,49,0,15
EMP01743,13,10,20,29,44.2,430,4,100
EMP01744,15,14,4,91,36.0,4,1,18
EMP01745,11,10,3,73,42.1,20,0,9
EMP01746,43,38,12,41,36.8,188,2,74
EMP01747,29,23,15,61,40.5,113,0,47
EMP01748,17,14,23,28,37.8,316,5,100
EMP01749,13,11,6,90,36.7,6,0,15
EMP01750,26,19,14,58,37.6,181,0,53
EMP01751,38,26,23,21,40.9,248,3,100
EMP01752,11,8,24,30,43.3,542,3,100
EMP01753,32,25,14,56,44.0,178,1,64
EMP01754,46,41,3,75,42.4,54,0,15
EMP01755,13,12,2,77,40.4,8,1,14
EMP01756,13,9,20,21,35.7,393,3,100
EMP01757,26,25,6,76,40.0,48,0,18
EMP01758,25,19,15,57,43.8,108,0,49
EMP01759,44,41,9,42,39.5,98,1,55
EMP01760,20,15,13,62,43.9,184,0,48
EMP01761,40,30,16,15,43.2,334,2,100
EMP01762,19,15,16,15,35.3,345,5,100
EMP01763,17,15,15,51,35.2,117,1,61
EMP01764,42,41,4,80,35.5,30,0,12
EMP01765,27,25,12,51,40.1,79,1,51
EMP01766,21,19,2,76,37.4,11,0,6
EMP01767,33,25,10,47,38.8,169,2,72
EMP01768,17,13,10,63,42.4,65,2,48
EMP01769,40,33,15,62,35.8,173,0,53
EMP01770,46,40,15,66,40.9,134,2,67
EMP01771,41,33,10,43,42.8,65,1,58
EMP01772,13,10,19,25,45.0,492,4,100
EMP01773,22,18,5,79,36.3,11,0,15
EMP01774,39,38,5,103,39.2,50,0,16
EMP01775,34,33,6,69,35.6,1,0,14
EMP01776,12,10,3,115,36.8,53,1,21
EMP01777,12,11,6,114,39.2,29,0,16
EMP01778,11,10,5,77,43.6,40,1,24
EMP01779,15,13,11,49,39.2,138,0,47
EMP01780,16,12,18,27,44.3,214,1,99
EMP01781,50,44,8,60,36.9,109,0,41
EMP01782,29,21,20,26,39.1,535,3,100
EMP01783,36,33,4,103,36.5,9,1,20
EMP01784,37,25,22,23,44.4,230,5,100
EMP01785,11,9,15,45,42.3,99,0,56
EMP01786,48,43,3,109,36.7,34,0,13
EMP01787,29,23,9,54,40.3,143,0,42
EMP01788,35,24,17,21,39.3,292,5,100
EMP01789,19,16,4,87,44.1,14,0,12
EMP01790,30,28,5,111,37.6,50,1,25
EMP01791,39,35,8,57,40.9,85,1,41
EMP01792,13,11,2,95,42.0,60,1,20
EMP01793,39,35,14,64,38.0,165,0,48
EMP01794,20,18,2,94,37.9,38,0,9
EMP01795,43,31,23,15,43.2,353,1,100
EMP01796,19,18,4,70,36.8,41,1,21
EMP01797,33,24,22,17,39.7,515,1,100
EMP01798,26,20,14,41,37.2,104,0,61
EMP01799,26,18,16,28,42.9,417,4,100
EMP01800,41,35,2,113,42.3,57,1,23
EMP01801,46,37,13,47,42.0,193,2,74
EMP01802,24,21,15,44,40.4,152,0,62
EMP01803,29,19,19,24,41.3,494,1,100
EMP01804,20,17,13,67,36.8,139,2,60
EMP01805,23,15,17,18,36.3,521,2,100
EMP01806,27,26,3,85,36.0,17,0,8
EMP01807,18,16,7,83,35.2,5,1,26
EMP01808,38,36,2,99,41.4,26,1,17
EMP01809,39,35,9,49,37.1,80,0,41
EMP01810,50,36,18,27,37.2,291,3,100
EMP01811,47,40,4,93,35.6,60,0,19
EMP01812,37,25,23,27,43.7,343,3,100
EMP01813,33,30,4,114,37.8,16,1,20
EMP01814,43,36,5,116,40.3,1,1,25
EMP01815,45,41,12,46,42.0,96,1,59
EMP01816,12,10,7,70,35.6,0,0,17
EMP01817,35,29,8,67,43.5,198,0,41
EMP01818,22,15,24,28,39.2,435,4,100
EMP01819,50,38,25,21,42.4,232,2,100
EMP01820,42,32,16,25,35.1,418,3,100
EMP01821,49,46,15,52,41.7,90,2,68
EMP01822,46,38,11,44,37.0,86,0,52
EMP01823,38,33,2,93,40.4,24,0,10
EMP01824,46,34,14,40,43.6,165,1,74
EMP01825,47,42,2,66,41.5,7,0,8
EMP01826,15,12,3,100,36.9,48,1,22
EMP01827,23,15,24,28,35.3,274,2,100
EMP01828,42,40,5,100,40.6,0,1,21
EMP01829,49,48,7,66,38.8,33,0,19
EMP01830,10,7,19,29,42.8,502,4,100
EMP01831,30,26,14,67,38.1,186,1,58
EMP01832,30,23,21,18,39.3,417,5,100
EMP01833,23,19,10,40,41.3,73,2,67
EMP01834,28,27,3,112,43.3,56,1,21
EMP01835,40,30,23,21,44.8,397,5,100
EMP01836,37,33,10,54,43.4,173,1,54
EMP01837,23,20,4,115,39.2,43,0,14
EMP01838,22,18,15,61,44.0,185,2,69
EMP01839,29,25,3,85,38.8,10,0,10
EMP01840,34,30,6,95,43.3,35,1,28
EMP01841,36,31,7,118,35.5,53,1,26
EMP01842,23,21,13,64,37.7,184,2,63
EMP01843,47,46,4,103,36.7,18,1,20
EMP01844,44,33,15,55,37.4,186,1,71
EMP01845,23,21,15,43,36.0,108,0,59
EMP01846,47,42,12,55,43.8,126,0,45
EMP01847,28,21,21,29,39.8,262,4,100
EMP01848,31,28,8,42,36.5,77,2,60
EMP01849,26,22,7,115,37.5,33,0,21
EMP01850,28,26,14,66,39.8,93,0,41
EMP01851,37,28,19,16,42.0,397,5,100
EMP01852,22,16,10,41,37.9,62,0,49
EMP01853,21,15,19,24,36.2,225,5,100
EMP01854,13,11,5,101,41.9,23,1,23
EMP01855,13,12,9,55,44.8,104,0,41
EMP01856,19,18,4,100,41.8,0,0,9
EMP01857,20,16,12,58,35.9,165,0,45
EMP01858,45,41,8,62,39.1,188,1,45
EMP01859,32,21,17,25,36.9,205,3,100
EMP01860,38,36,4,115,41.0,53,1,23
EMP01861,15,12,14,56,43.3,155,1,58
EMP01862,11,10,5,83,44.2,30,1,23
EMP01863,42,32,22,27,43.1,328,1,100
EMP01864,25,20,24,21,44.8,588,2,100
EMP01865,13,9,20,17,38.4,233,3,100
EMP01866,47,37,11,46,40.0,138,1,65
EMP01867,34,30,9,57,41.6,74,1,41
EMP01868,18,15,5,83,41.8,0,1,22
EMP01869,19,13,19,21,38.5,318,5,100
EMP01870,35,26,22,15,43.5,457,3,100
EMP01871,38,31,23,23,39.8,559,1,100
EMP01872,11,7,25,29,37.8,332,5,100
EMP01873,11,9,5,73,35.4,57,1,26
EMP01874,11,7,20,21,44.5,242,3,100
EMP01875,29,23,25,28,42.6,250,2,100
EMP01876,48,44,3,73,43.3,38,0,13
EMP01877,26,23,2,110,41.2,7,1,16
EMP01878,20,16,14,66,41.0,93,0,41
EMP01879,25,17,18,17,39.7,242,3,100
EMP01880,22,19,2,109,41.0,8,1,16
EMP01881,49,43,14,54,42.0,84,0,48
EMP01882,13,11,7,110,41.5,7,1,25
EMP01883,46,43,4,119,35.1,45,0,15
EMP01884,28,23,15,50,35.6,73,1,61
EMP01885,49,43,9,59,43.0,105,1,43
EMP01886,15,11,13,61,39.6,87,0,41
EMP01887,45,35,24,21,37.2,348,5,100
EMP01888,11,8,19,17,38.0,547,3,100
EMP01889,48,35,19,23,41.2,298,1,100
EMP01890,45,32,22,28,44.2,504,4,100
EMP01891,49,48,2,67,35.2,38,0,8
EMP01892,26,21,8,58,35.3,192,2,57
EMP01893,16,15,4,84,37.1,48,1,22
EMP01894,11,7,22,28,39.1,272,1,100
EMP01895,14,11,10,63,40.2,113,0,41
EMP01896,48,44,4,73,44.6,14,0,13
EMP01897,31,24,9,42,36.3,124,0,52
EMP01898,39,26,22,24,39.3,381,5,100
EMP01899,34,25,25,20,42.2,588,2,100
EMP01900,22,20,2,98,43.9,28,1,17
EMP01901,33,25,9,56,43.7,200,1,55
EMP01902,48,36,16,16,41.9,233,5,100
EMP01903,11,8,14,69,44.0,176,0,48
EMP01904,19,17,6,71,44.3,4,0,15
EMP01905,49,44,12,61,43.2,106,2,57
EMP01906,49,36,12,66,39.6,131,0,47
EMP01907,40,38,2,66,39.1,42,0,9
EMP01908,20,17,4,101,44.2,42,0,14
EMP01909,23,16,24,21,37.0,222,4,100
EMP01910,28,25,11,62,41.3,160,1,49
EMP01911,34,23,16,19,35.7,218,4,100
EMP01912,30,28,7,101,38.9,40,0,20
EMP01913,26,21,16,23,41.8,297,2,100
EMP01914,17,15,9,56,35.7,84,1,41
EMP01915,24,20,4,101,40.2,9,0,12
EMP01916,44,36,14,41,41.2,165,0,68
EMP01917,38,34,5,79,35.5,2,1,21
EMP01918,50,44,2,78,42.5,34,1,21
EMP01919,19,18,2,83,43.6,55,1,18
EMP01920,37,28,23,22,39.0,532,4,100
EMP01921,12,11,7,86,39.9,54,1,29
EMP01922,11,9,2,71,38.1,13,0,7
EMP01923,49,40,13,59,39.0,87,2,62
EMP01924,13,11,2,91,39.0,6,0,6
EMP01925,19,14,9,64,42.0,84,1,41
EMP01926,30,26,9,43,42.4,89,2,63
EMP01927,28,25,6,79,35.6,31,0,18
EMP01928,10,9,2,92,40.7,45,0,9
EMP01929,25,16,25,18,42.3,337,2,100
EMP01930,21,16,19,25,36.2,571,4,100
EMP01931,13,10,13,53,38.5,140,0,49
EMP01932,42,32,11,62,39.4,182,0,47
EMP01933,18,13,14,52,43.3,183,1,66
EMP01934,13,9,21,19,37.8,558,4,100
EMP01935,35,28,19,22,44.3,335,3,100
EMP01936,44,31,24,21,41.1,578,2,100
EMP01937,16,14,8,63,41.6,82,0,41
EMP01938,46,30,17,26,43.3,340,2,100
EMP01939,43,32,25,30,41.7,553,5,100
EMP01940,37,26,25,21,44.8,495,1,100
EMP01941,45,34,8,43,42.1,180,0,57
EMP01942,38,34,6,78,40.6,3,1,25
EMP01943,40,36,9,57,35.2,175,2,58
EMP01944,26,20,13,46,39.9,102,2,72
EMP01945,17,15,6,90,37.5,30,1,26
EMP01946,38,34,4,95,44.7,12,0,13
EMP01947,42,37,10,63,44.0,125,2,54
EMP01948,10,9,11,40,44.2,90,2,68
EMP01949,35,28,13,56,42.5,146,0,50
EMP01950,14,12,10,58,40.6,81,2,50
EMP01951,43,38,4,114,40.5,50,1,23
EMP01952,12,11,6,94,41.3,7,0,14
EMP01953,49,39,24,27,37.9,558,3,100
EMP01954,36,33,12,63,38.3,188,0,44
EMP01955,44,40,8,51,38.1,107,2,55
EMP01956,28,23,25,26,38.9,251,3,100
EMP01957,34,26,21,20,42.7,470,1,100
EMP01958,12,10,14,46,40.8,81,1,60
EMP01959,39,30,14,55,41.2,95,1,59
EMP01960,40,35,5,77,40.5,4,1,24
EMP01961,19,14,11,54,42.0,116,2,61
EMP01962,35,32,7,99,42.7,49,0,21
EMP01963,10,9,15,59,35.4,124,2,63
EMP01964,10,9,4,103,35.1,40,0,13
EMP01965,22,16,15,61,44.8,75,2,62
EMP01966,29,23,14,56,35.5,175,0,54
EMP01967,15,13,3,101,42.1,6,0,8
EMP01968,28,23,23,19,41.2,317,4,100
EMP01969,17,13,19,20,36.3,366,4,100
EMP01970,18,14,19,19,38.8,580,3,100
EMP01971,14,10,24,28,36.2,234,1,100
EMP01972,17,13,8,47,37.4,104,1,50
EMP01973,32,30,15,43,37.1,87,2,74
EMP01974,50,40,25,29,37.3,354,2,100
EMP01975,38,27,16,23,36.4,448,2,100
EMP01976,33,25,15,59,39.1,91,1,57
EMP01977,39,33,4,99,35.9,19,0,15
EMP01978,17,11,19,29,44.6,298,4,100
EMP01979,16,13,5,66,35.4,20,0,15
EMP01980,36,32,13,64,38.5,75,1,47
EMP01981,14,12,8,62,39.3,129,0,41
EMP01982,19,12,18,18,35.7,363,3,100
EMP01983,43,28,17,25,42.8,304,5,100
EMP01984,47,40,9,61,39.8,183,1,49
EMP01985,50,39,11,63,43.3,86,0,41
EMP01986,17,14,11,50,39.9,62,0,41
EMP01987,19,14,24,16,35.6,406,5,100
EMP01988,22,20,5,115,44.7,26,0,14
EMP01989,17,16,2,91,40.0,27,0,7
EMP01990,22,16,21,24,37.2,249,4,100
EMP01991,38,26,17,29,42.9,589,4,100
EMP01992,14,9,18,28,37.1,311,4,100
EMP01993,22,17,19,15,41.5,263,4,100
EMP01994,31,29,15,65,44.0,198,0,51
EMP01995,38,32,23,20,36.3,206,3,100
EMP01996,29,23,10,57,35.9,186,0,45
EMP01997,48,44,13,56,39.0,191,1,60
EMP01998,36,31,4,108,42.6,8,0,13
EMP01999,23,20,3,112,36.2,16,0,10
EMP02000,21,16,11,43,43.7,111,1,61
